locus|CommonName
AT1G19010|AT1G19010
AT1G19020|AT1G19020
AT1G19025|AT1G19025
AT1G19030|AT1G19030
AT1G19040|AT1G19040
AT1G19060|AT1G19060
AT1G19110|AT1G19110
AT1G19115|AT1G19115
AT1G19130|AT1G19130
AT1G19140|AT1G19140
AT1G19160|AT1G19160
AT1G19170|AT1G19170
AT1G19190|AT1G19190
AT1G19200|AT1G19200
AT1G19210|AT1G19210
AT1G19230|AT1G19230
AT1G19240|AT1G19240
AT1G19290|AT1G19290
AT1G19310|AT1G19310
AT1G19320|AT1G19320
AT1G19330|AT1G19330
AT1G19340|AT1G19340
AT1G19370|AT1G19370
AT1G19380|AT1G19380
AT1G19390|AT1G19390
AT1G19396|AT1G19396
AT1G19400|AT1G19400
AT1G19410|AT1G19410
AT1G19415|AT1G19415
AT1G19430|AT1G19430
AT1G19450|AT1G19450
AT1G19460|AT1G19460
AT1G19470|AT1G19470
AT1G19480|AT1G19480
AT1G19485|AT1G19485
AT1G19490|AT1G19490
AT1G19500|AT1G19500
AT1G19530|AT1G19530
AT1G19540|AT1G19540
AT1G19550|AT1G19550
AT1G19600|AT1G19600
AT1G19620|AT1G19620
AT1G19650|AT1G19650
AT1G19680|AT1G19680
AT1G19690|AT1G19690
AT1G19710|AT1G19710
AT1G19715|AT1G19715
AT1G19720|AT1G19720
AT1G19740|AT1G19740
AT1G19750|AT1G19750
AT1G19835|AT1G19835
AT1G19860|AT1G19860
AT1G19880|AT1G19880
AT1G19930|AT1G19930
AT1G19960|AT1G19960
AT1G19970|AT1G19970
AT1G19980|AT1G19980
AT1G19990|AT1G19990
AT1G20000|AT1G20000
AT1G20030|AT1G20030
AT1G20060|AT1G20060
AT1G20065|AT1G20065
AT1G20070|AT1G20070
AT1G20100|AT1G20100
AT1G20110|AT1G20110
AT1G20120|AT1G20120
AT1G20130|AT1G20130
AT1G20132|AT1G20132
AT1G20150|AT1G20150
AT1G20180|AT1G20180
AT1G20220|AT1G20220
AT1G20225|AT1G20225
AT1G20230|AT1G20230
AT1G20240|AT1G20240
AT1G20270|AT1G20270
AT1G20290|AT1G20290
AT1G20300|AT1G20300
AT1G20310|AT1G20310
AT1G20320|AT1G20320
AT1G20370|AT1G20370
AT1G20380|AT1G20380
AT1G20390|AT1G20390
AT1G20400|AT1G20400
AT1G20405|AT1G20405
AT1G20410|AT1G20410
AT1G20430|AT1G20430
AT1G20460|AT1G20460
AT1G20480|AT1G20480
AT1G20490|AT1G20490
AT1G20500|AT1G20500
AT1G20520|AT1G20520
AT1G20530|AT1G20530
AT1G20540|AT1G20540
AT1G20550|AT1G20550
AT1G20570|AT1G20570
AT1G20580|AT1G20580
AT1G20590|AT1G20590
AT1G20600|AT1G20600
AT1G20670|AT1G20670
AT1G20680|AT1G20680
AT1G20690|AT1G20690
AT1G20710|AT1G20710
AT1G20720|AT1G20720
AT1G20740|AT1G20740
AT1G20750|AT1G20750
AT1G20760|AT1G20760
AT1G20770|AT1G20770
AT1G20795|AT1G20795
AT1G20810|AT1G20810
AT1G20816|AT1G20816
AT1G20823|AT1G20823
AT1G20870|AT1G20870
AT1G20875|AT1G20875
AT1G20880|AT1G20880
AT1G20890|AT1G20890
AT1G20910|AT1G20910
AT1G20925|AT1G20925
AT1G20940|AT1G20940
AT1G20950|AT1G20950
AT1G20970|AT1G20970
AT1G20990|AT1G20990
AT1G21000|AT1G21000
AT1G21010|AT1G21010
AT1G21040|AT1G21040
AT1G21050|AT1G21050
AT1G21060|AT1G21060
AT1G21065|AT1G21065
AT1G21070|AT1G21070
AT1G21080|AT1G21080
AT1G21090|AT1G21090
AT1G21140|AT1G21140
AT1G21150|AT1G21150
AT1G21160|AT1G21160
AT1G21200|AT1G21200
AT1G21220|AT1G21220
AT1G21245|AT1G21245
AT1G21260|AT1G21260
AT1G21280|AT1G21280
AT1G21290|AT1G21290
AT1G21300|AT1G21300
AT1G21320|AT1G21320
AT1G21326|AT1G21326
AT1G21340|AT1G21340
AT1G21350|AT1G21350
AT1G21370|AT1G21370
AT1G21380|AT1G21380
AT1G21395|AT1G21395
AT1G21400|AT1G21400
AT1G21440|AT1G21440
AT1G21470|AT1G21470
AT1G21480|AT1G21480
AT1G21500|AT1G21500
AT1G21510|AT1G21510
AT1G21520|AT1G21520
AT1G21528|AT1G21528
AT1G21530|AT1G21530
AT1G21540|AT1G21540
AT1G21550|AT1G21550
AT1G21560|AT1G21560
AT1G21580|AT1G21580
AT1G21590|AT1G21590
AT1G21610|AT1G21610
AT1G21630|AT1G21630
AT1G21660|AT1G21660
AT1G21670|AT1G21670
AT1G21680|AT1G21680
AT1G21695|AT1G21695
AT1G21722|AT1G21722
AT1G21730|AT1G21730
AT1G21738|AT1G21738
AT1G21740|AT1G21740
AT1G21770|AT1G21770
AT1G21780|AT1G21780
AT1G21790|AT1G21790
AT1G21810|AT1G21810
AT1G21830|AT1G21830
AT1G21920|AT1G21920
AT1G21930|AT1G21930
AT1G21940|AT1G21940
AT1G21945|AT1G21945
AT1G21990|AT1G21990
AT1G22000|AT1G22000
AT1G22030|AT1G22030
AT1G22040|AT1G22040
AT1G22060|AT1G22060
AT1G22065|AT1G22065
AT1G22067|AT1G22067
AT1G22080|AT1G22080
AT1G22100|AT1G22100
AT1G22110|AT1G22110
AT1G22120|AT1G22120
AT1G22140|AT1G22140
AT1G22160|AT1G22160
AT1G22170|AT1G22170
AT1G22180|AT1G22180
AT1G22200|AT1G22200
AT1G22230|AT1G22230
AT1G22250|AT1G22250
AT1G22270|AT1G22270
AT1G22290|AT1G22290
AT1G22330|AT1G22330
AT1G22410|AT1G22410
AT1G22420|AT1G22420
AT1G22430|AT1G22430
AT1G22440|AT1G22440
AT1G22460|AT1G22460
AT1G22470|AT1G22470
AT1G22480|AT1G22480
AT1G22490|AT1G22490
AT1G22510|AT1G22510
AT1G22520|AT1G22520
AT1G22540|AT1G22540
AT1G22550|AT1G22550
AT1G22560|AT1G22560
AT1G22570|AT1G22570
AT1G22600|AT1G22600
AT1G22610|AT1G22610
AT1G22630|AT1G22630
AT1G22651|AT1G22651
AT1G22660|AT1G22660
AT1G22670|AT1G22670
AT1G22680|AT1G22680
AT1G22690|AT1G22690
AT1G22700|AT1G22700
AT1G22720|AT1G22720
AT1G22730|AT1G22730
AT1G22750|AT1G22750
AT1G22790|AT1G22790
AT1G22800|AT1G22800
AT1G22810|AT1G22810
AT1G22830|AT1G22830
AT1G22850|AT1G22850
AT1G22860|AT1G22860
AT1G22870|AT1G22870
AT1G22882|AT1G22882
AT1G22885|AT1G22885
AT1G22890|AT1G22890
AT1G22900|AT1G22900
AT1G22910|AT1G22910
AT1G22930|AT1G22930
AT1G22950|AT1G22950
AT1G22960|AT1G22960
AT1G22970|AT1G22970
AT1G22980|AT1G22980
AT1G23000|AT1G23000
AT1G23030|AT1G23030
AT1G23040|AT1G23040
AT1G23050|AT1G23050
AT1G23070|AT1G23070
AT1G23100|AT1G23100
AT1G23110|AT1G23110
AT1G23120|AT1G23120
AT1G23130|AT1G23130
AT1G23140|AT1G23140
AT1G23145|AT1G23145
AT1G23147|AT1G23147
AT1G23149|AT1G23149
AT1G23170|AT1G23170
AT1G23180|AT1G23180
AT1G23200|AT1G23200
AT1G23201|AT1G23201
AT1G23205|AT1G23205
AT1G23220|AT1G23220
AT1G23230|AT1G23230
AT1G23240|AT1G23240
AT1G23270|AT1G23270
AT1G23280|AT1G23280
AT1G23300|AT1G23300
AT1G23330|AT1G23330
AT1G23340|AT1G23340
AT1G23350|AT1G23350
AT1G23390|AT1G23390
AT1G23410|AT1G23410
AT1G23440|AT1G23440
AT1G23450|AT1G23450
AT1G23460|AT1G23460
AT1G23465|AT1G23465
AT1G23510|AT1G23510
AT1G23520|AT1G23520
AT1G23530|AT1G23530
AT1G23560|AT1G23560
AT1G23570|AT1G23570
AT1G23580|AT1G23580
AT1G23590|AT1G23590
AT1G23600|AT1G23600
AT1G23610|AT1G23610
AT1G23640|AT1G23640
AT1G23660|AT1G23660
AT1G23670|AT1G23670
AT1G23700|AT1G23700
AT1G23710|AT1G23710
AT1G23720|AT1G23720
AT1G23750|AT1G23750
AT1G23770|AT1G23770
AT1G23780|AT1G23780
AT1G23790|AT1G23790
AT1G23810|AT1G23810
AT1G23830|AT1G23830
AT1G23840|AT1G23840
AT1G23850|AT1G23850
AT1G23880|AT1G23880
AT1G23890|AT1G23890
AT1G23910|AT1G23910
AT1G23920|AT1G23920
AT1G23935|AT1G23935
AT1G23940|AT1G23940
AT1G23950|AT1G23950
AT1G23960|AT1G23960
AT1G23965|AT1G23965
AT1G23970|AT1G23970
AT1G23980|AT1G23980
AT1G24000|AT1G24000
AT1G24010|AT1G24010
AT1G24030|AT1G24030
AT1G24040|AT1G24040
AT1G24050|AT1G24050
AT1G24090|AT1G24090
AT1G24095|AT1G24095
AT1G24130|AT1G24130
AT1G24140|AT1G24140
AT1G24145|AT1G24145
AT1G24147|AT1G24147
AT1G24148|AT1G24148
AT1G24159|AT1G24159
AT1G24160|AT1G24160
AT1G24210|AT1G24210
AT1G24220|AT1G24220
AT1G24230|AT1G24230
AT1G24240|AT1G24240
AT1G24250|AT1G24250
AT1G24265|AT1G24265
AT1G24267|AT1G24267
AT1G24270|AT1G24270
AT1G24290|AT1G24290
AT1G24300|AT1G24300
AT1G24310|AT1G24310
AT1G24320|AT1G24320
AT1G24330|AT1G24330
AT1G24350|AT1G24350
AT1G24360|AT1G24360
AT1G24370|AT1G24370
AT1G24380|AT1G24380
AT1G24388|AT1G24388
AT1G24390|AT1G24390
AT1G24405|AT1G24405
AT1G24420|AT1G24420
AT1G24430|AT1G24430
AT1G24440|AT1G24440
AT1G24480|AT1G24480
AT1G24510|AT1G24510
AT1G24530|AT1G24530
AT1G24540|AT1G24540
AT1G24560|AT1G24560
AT1G24570|AT1G24570
AT1G24575|AT1G24575
AT1G24577|AT1G24577
AT1G24580|AT1G24580
AT1G24590|AT1G24590
AT1G24600|AT1G24600
AT1G24610|AT1G24610
AT1G24620|AT1G24620
AT1G24640|AT1G24640
AT1G24650|AT1G24650
AT1G24735|AT1G24735
AT1G24800|AT1G24800
AT1G24807|AT1G24807
AT1G24909|AT1G24909
AT1G24938|AT1G24938
AT1G24967|AT1G24967
AT1G25055|AT1G25055
AT1G25083|AT1G25083
AT1G25097|AT1G25097
AT1G25145|AT1G25145
AT1G25210|AT1G25210
AT1G25211|AT1G25211
AT1G25230|AT1G25230
AT1G25240|AT1G25240
AT1G25260|AT1G25260
AT1G25270|AT1G25270
AT1G25275|AT1G25275
AT1G25320|AT1G25320
AT1G25330|AT1G25330
AT1G25340|AT1G25340
AT1G25360|AT1G25360
AT1G25370|AT1G25370
AT1G25375|AT1G25375
AT1G25390|AT1G25390
AT1G25400|AT1G25400
AT1G25410|AT1G25410
AT1G25420|AT1G25420
AT1G25422|AT1G25422
AT1G25430|AT1G25430
AT1G25460|AT1G25460
AT1G25470|AT1G25470
AT1G25480|AT1G25480
AT1G25500|AT1G25500
AT1G25510|AT1G25510
AT1G25520|AT1G25520
AT1G25530|AT1G25530
AT1G25550|AT1G25550
AT1G25570|AT1G25570
AT1G25682|AT1G25682
AT1G25988|AT1G25988
AT1G26090|AT1G26090
AT1G26100|AT1G26100
AT1G26130|AT1G26130
AT1G26140|AT1G26140
AT1G26160|AT1G26160
AT1G26170|AT1G26170
AT1G26180|AT1G26180
AT1G26190|AT1G26190
AT1G26200|AT1G26200
AT1G26220|AT1G26220
AT1G26240|AT1G26240
AT1G26250|AT1G26250
AT1G26270|AT1G26270
AT1G26300|AT1G26300
AT1G26310|AT1G26310
AT1G26320|AT1G26320
AT1G26330|AT1G26330
AT1G26350|AT1G26350
AT1G26380|AT1G26380
AT1G26390|AT1G26390
AT1G26400|AT1G26400
AT1G26410|AT1G26410
AT1G26420|AT1G26420
AT1G26450|AT1G26450
AT1G26460|AT1G26460
AT1G26480|AT1G26480
AT1G26500|AT1G26500
AT1G26510|AT1G26510
AT1G26515|AT1G26515
AT1G26520|AT1G26520
AT1G26530|AT1G26530
AT1G26540|AT1G26540
AT1G26550|AT1G26550
AT1G26580|AT1G26580
AT1G26590|AT1G26590
AT1G26610|AT1G26610
AT1G26620|AT1G26620
AT1G26640|AT1G26640
AT1G26650|AT1G26650
AT1G26660|AT1G26660
AT1G26665|AT1G26665
AT1G26690|AT1G26690
AT1G26730|AT1G26730
AT1G26740|AT1G26740
AT1G26750|AT1G26750
AT1G26761|AT1G26761
AT1G26762|AT1G26762
AT1G26780|AT1G26780
AT1G26790|AT1G26790
AT1G26796|AT1G26796
AT1G26799|AT1G26799
AT1G26800|AT1G26800
AT1G26815|AT1G26815
AT1G26850|AT1G26850
AT1G26860|AT1G26860
AT1G26870|AT1G26870
AT1G26880|AT1G26880
AT1G26890|AT1G26890
AT1G26900|AT1G26900
AT1G26916|AT1G26916
AT1G26920|AT1G26920
AT1G26921|AT1G26921
AT1G26930|AT1G26930
AT1G26940|AT1G26940
AT1G26970|AT1G26970
AT1G26976|AT1G26976
AT1G26990|AT1G26990
AT1G27000|AT1G27000
AT1G27008|AT1G27008
AT1G27020|AT1G27020
AT1G27030|AT1G27030
AT1G27050|AT1G27050
AT1G27060|AT1G27060
AT1G27070|AT1G27070
AT1G27080|AT1G27080
AT1G27090|AT1G27090
AT1G27100|AT1G27100
AT1G27110|AT1G27110
AT1G27120|AT1G27120
AT1G27150|AT1G27150
AT1G27160|AT1G27160
AT1G27170|AT1G27170
AT1G27180|AT1G27180
AT1G27190|AT1G27190
AT1G27200|AT1G27200
AT1G27210|AT1G27210
AT1G27213|AT1G27213
AT1G27240|AT1G27240
AT1G27270|AT1G27270
AT1G27280|AT1G27280
AT1G27285|AT1G27285
AT1G27290|AT1G27290
AT1G27300|AT1G27300
AT1G27330|AT1G27330
AT1G27350|AT1G27350
AT1G27385|AT1G27385
AT1G27400|AT1G27400
AT1G27410|AT1G27410
AT1G27420|AT1G27420
AT1G27430|AT1G27430
AT1G27435|AT1G27435
AT1G27470|AT1G27470
AT1G27480|AT1G27480
AT1G27490|AT1G27490
AT1G27520|AT1G27520
AT1G27530|AT1G27530
AT1G27540|AT1G27540
AT1G27565|AT1G27565
AT1G27580|AT1G27580
AT1G27590|AT1G27590
AT1G27595|AT1G27595
AT1G27610|AT1G27610
AT1G27620|AT1G27620
AT1G27640|AT1G27640
AT1G27660|AT1G27660
AT1G27670|AT1G27670
AT1G27690|AT1G27690
AT1G27695|AT1G27695
AT1G27700|AT1G27700
AT1G27710|AT1G27710
AT1G27750|AT1G27750
AT1G27752|AT1G27752
AT1G27780|AT1G27780
AT1G27815|AT1G27815
AT1G27820|AT1G27820
AT1G27850|AT1G27850
AT1G27860|AT1G27860
AT1G27880|AT1G27880
AT1G27890|AT1G27890
AT1G27900|AT1G27900
AT1G27930|AT1G27930
AT1G27990|AT1G27990
AT1G28000|AT1G28000
AT1G28030|AT1G28030
AT1G28040|AT1G28040
AT1G28060|AT1G28060
AT1G28070|AT1G28070
AT1G28080|AT1G28080
AT1G28090|AT1G28090
AT1G28100|AT1G28100
AT1G28120|AT1G28120
AT1G28135|AT1G28135
AT1G28140|AT1G28140
AT1G28150|AT1G28150
AT1G28180|AT1G28180
AT1G28190|AT1G28190
AT1G28240|AT1G28240
AT1G28250|AT1G28250
AT1G28260|AT1G28260
AT1G28270|AT1G28270
AT1G28280|AT1G28280
AT1G28281|AT1G28281
AT1G28310|AT1G28310
AT1G28323|AT1G28323
AT1G28327|AT1G28327
AT1G28335|AT1G28335
AT1G28350|AT1G28350
AT1G28390|AT1G28390
AT1G28395|AT1G28395
AT1G28400|AT1G28400
AT1G28410|AT1G28410
AT1G28460|AT1G28460
AT1G28510|AT1G28510
AT1G28530|AT1G28530
AT1G28540|AT1G28540
AT1G28570|AT1G28570
AT1G28580|AT1G28580
AT1G28600|AT1G28600
AT1G28610|AT1G28610
AT1G28630|AT1G28630
AT1G28640|AT1G28640
AT1G28650|AT1G28650
AT1G28660|AT1G28660
AT1G28680|AT1G28680
AT1G28690|AT1G28690
AT1G28700|AT1G28700
AT1G28710|AT1G28710
AT1G28760|AT1G28760
AT1G28815|AT1G28815
AT1G29000|AT1G29000
AT1G29020|AT1G29020
AT1G29030|AT1G29030
AT1G29040|AT1G29040
AT1G29060|AT1G29060
AT1G29070|AT1G29070
AT1G29090|AT1G29090
AT1G29100|AT1G29100
AT1G29110|AT1G29110
AT1G29140|AT1G29140
AT1G29160|AT1G29160
AT1G29195|AT1G29195
AT1G29200|AT1G29200
AT1G29220|AT1G29220
AT1G29240|AT1G29240
AT1G29250|AT1G29250
AT1G29270|AT1G29270
AT1G29290|AT1G29290
AT1G29310|AT1G29310
AT1G29320|AT1G29320
AT1G29350|AT1G29350
AT1G29355|AT1G29355
AT1G29360|AT1G29360
AT1G29370|AT1G29370
AT1G29380|AT1G29380
AT1G29418|AT1G29418
AT1G29465|AT1G29465
AT1G29470|AT1G29470
AT1G29520|AT1G29520
AT1G29530|AT1G29530
AT1G29540|AT1G29540
AT1G29550|AT1G29550
AT1G29560|AT1G29560
AT1G29570|AT1G29570
AT1G29600|AT1G29600
AT1G29630|AT1G29630
AT1G29640|AT1G29640
AT1G29650|AT1G29650
AT1G29660|AT1G29660
AT1G29670|AT1G29670
AT1G29680|AT1G29680
AT1G29700|AT1G29700
AT1G29710|AT1G29710
AT1G29720|AT1G29720
AT1G29730|AT1G29730
AT1G29740|AT1G29740
AT1G29760|AT1G29760
AT1G29770|AT1G29770
AT1G29780|AT1G29780
AT1G29790|AT1G29790
AT1G29800|AT1G29800
AT1G29810|AT1G29810
AT1G29820|AT1G29820
AT1G29830|AT1G29830
AT1G29840|AT1G29840
AT1G29850|AT1G29850
AT1G29870|AT1G29870
AT1G29880|AT1G29880
AT1G29950|AT1G29950
AT1G29951|AT1G29951
AT1G29960|AT1G29960
AT1G29965|AT1G29965
AT1G29980|AT1G29980
AT1G30016|AT1G30016
AT1G30050|AT1G30050
AT1G30060|AT1G30060
AT1G30070|AT1G30070
AT1G30080|AT1G30080
AT1G30090|AT1G30090
AT1G30130|AT1G30130
AT1G30160|AT1G30160
AT1G30170|AT1G30170
AT1G30190|AT1G30190
AT1G30200|AT1G30200
AT1G30240|AT1G30240
AT1G30250|AT1G30250
AT1G30260|AT1G30260
AT1G30280|AT1G30280
AT1G30290|AT1G30290
AT1G30300|AT1G30300
AT1G30320|AT1G30320
AT1G30390|AT1G30390
AT1G30440|AT1G30440
AT1G30455|AT1G30455
AT1G30470|AT1G30470
AT1G30473|AT1G30473
AT1G30475|AT1G30475
AT1G30515|AT1G30515
AT1G30540|AT1G30540
AT1G30550|AT1G30550
AT1G30560|AT1G30560
AT1G30580|AT1G30580
AT1G30590|AT1G30590
AT1G30600|AT1G30600
AT1G30630|AT1G30630
AT1G30640|AT1G30640
AT1G30660|AT1G30660
AT1G30680|AT1G30680
AT1G30690|AT1G30690
AT1G30700|AT1G30700
AT1G30710|AT1G30710
AT1G30720|AT1G30720
AT1G30730|AT1G30730
AT1G30740|AT1G30740
AT1G30750|AT1G30750
AT1G30755|AT1G30755
AT1G30757|AT1G30757
AT1G30760|AT1G30760
AT1G30780|AT1G30780
AT1G30795|AT1G30795
AT1G30814|AT1G30814
AT1G30820|AT1G30820
AT1G30835|AT1G30835
AT1G30845|AT1G30845
AT1G30860|AT1G30860
AT1G30870|AT1G30870
AT1G30880|AT1G30880
AT1G30890|AT1G30890
AT1G30910|AT1G30910
AT1G30920|AT1G30920
AT1G30930|AT1G30930
AT1G30950|AT1G30950
AT1G30960|AT1G30960
AT1G30972|AT1G30972
AT1G30974|AT1G30974
AT1G30990|AT1G30990
AT1G31000|AT1G31000
AT1G31040|AT1G31040
AT1G31050|AT1G31050
AT1G31130|AT1G31130
AT1G31140|AT1G31140
AT1G31150|AT1G31150
AT1G31163|AT1G31163
AT1G31175|AT1G31175
AT1G31210|AT1G31210
AT1G31220|AT1G31220
AT1G31240|AT1G31240
AT1G31250|AT1G31250
AT1G31260|AT1G31260
AT1G31300|AT1G31300
AT1G31310|AT1G31310
AT1G31335|AT1G31335
AT1G31370|AT1G31370
AT1G31400|AT1G31400
AT1G31430|AT1G31430
AT1G31440|AT1G31440
AT1G31450|AT1G31450
AT1G31460|AT1G31460
AT1G31490|AT1G31490
AT1G31500|AT1G31500
AT1G31540|AT1G31540
AT1G31550|AT1G31550
AT1G31570|AT1G31570
AT1G31640|AT1G31640
AT1G31670|AT1G31670
AT1G31690|AT1G31690
AT1G31710|AT1G31710
AT1G31720|AT1G31720
AT1G31730|AT1G31730
AT1G31750|AT1G31750
AT1G31760|AT1G31760
AT1G31780|AT1G31780
AT1G31790|AT1G31790
AT1G31835|AT1G31835
AT1G31840|AT1G31840
AT1G31850|AT1G31850
AT1G31870|AT1G31870
AT1G31910|AT1G31910
AT1G31920|AT1G31920
AT1G31940|AT1G31940
AT1G31950|AT1G31950
AT1G31960|AT1G31960
AT1G31990|AT1G31990
AT1G31993|AT1G31993
AT1G32010|AT1G32010
AT1G32030|AT1G32030
AT1G32045|AT1G32045
AT1G32090|AT1G32090
AT1G32120|AT1G32120
AT1G32140|AT1G32140
AT1G32160|AT1G32160
AT1G32190|AT1G32190
AT1G32220|AT1G32220
AT1G32225|AT1G32225
AT1G32250|AT1G32250
AT1G32260|AT1G32260
AT1G32280|AT1G32280
AT1G32290|AT1G32290
AT1G32300|AT1G32300
AT1G32337|AT1G32337
AT1G32360|AT1G32360
AT1G32375|AT1G32375
AT1G32390|AT1G32390
AT1G32410|AT1G32410
AT1G32415|AT1G32415
AT1G32460|AT1G32460
AT1G32470|AT1G32470
AT1G32505|AT1G32505
AT1G32520|AT1G32520
AT1G32530|AT1G32530
AT1G32570|AT1G32570
AT1G32580|AT1G32580
AT1G32583|AT1G32583
AT1G32590|AT1G32590
AT1G32600|AT1G32600
AT1G32610|AT1G32610
AT1G32630|AT1G32630
AT1G32650|AT1G32650
AT1G32690|AT1G32690
AT1G32700|AT1G32700
AT1G32710|AT1G32710
AT1G32730|AT1G32730
AT1G32740|AT1G32740
AT1G32760|AT1G32760
AT1G32770|AT1G32770
AT1G32780|AT1G32780
AT1G32810|AT1G32810
AT1G32830|AT1G32830
AT1G32840|AT1G32840
AT1G32860|AT1G32860
AT1G32880|AT1G32880
AT1G32890|AT1G32890
AT1G32910|AT1G32910
AT1G32920|AT1G32920
AT1G32928|AT1G32928
AT1G32950|AT1G32950
AT1G32970|AT1G32970
AT1G32980|AT1G32980
AT1G33020|AT1G33020
AT1G33030|AT1G33030
AT1G33050|AT1G33050
AT1G33055|AT1G33055
AT1G33070|AT1G33070
AT1G33080|AT1G33080
AT1G33090|AT1G33090
AT1G33100|AT1G33100
AT1G33102|AT1G33102
AT1G33110|AT1G33110
AT1G33120|AT1G33120
AT1G33130|AT1G33130
AT1G33170|AT1G33170
AT1G33180|AT1G33180
AT1G33200|AT1G33200
AT1G33230|AT1G33230
AT1G33250|AT1G33250
AT1G33260|AT1G33260
AT1G33265|AT1G33265
AT1G33270|AT1G33270
AT1G33280|AT1G33280
AT1G33290|AT1G33290
AT1G33300|AT1G33300
AT1G33320|AT1G33320
AT1G33330|AT1G33330
AT1G33340|AT1G33340
AT1G33350|AT1G33350
AT1G33360|AT1G33360
AT1G33420|AT1G33420
AT1G33430|AT1G33430
AT1G33470|AT1G33470
AT1G33475|AT1G33475
AT1G33480|AT1G33480
AT1G33490|AT1G33490
AT1G33500|AT1G33500
AT1G33570|AT1G33570
AT1G33580|AT1G33580
AT1G33590|AT1G33590
AT1G33600|AT1G33600
AT1G33607|AT1G33607
AT1G33610|AT1G33610
AT1G33612|AT1G33612
AT1G33640|AT1G33640
AT1G33680|AT1G33680
AT1G33700|AT1G33700
AT1G33710|AT1G33710
AT1G33750|AT1G33750
AT1G33760|AT1G33760
AT1G33770|AT1G33770
AT1G33780|AT1G33780
AT1G33790|AT1G33790
AT1G33810|AT1G33810
AT1G33811|AT1G33811
AT1G33813|AT1G33813
AT1G33820|AT1G33820
AT1G33830|AT1G33830
AT1G33840|AT1G33840
AT1G33860|AT1G33860
AT1G33890|AT1G33890
AT1G33900|AT1G33900
AT1G33930|AT1G33930
AT1G33940|AT1G33940
AT1G33950|AT1G33950
AT1G33970|AT1G33970
AT1G34010|AT1G34010
AT1G34020|AT1G34020
AT1G34030|AT1G34030
AT1G34040|AT1G34040
AT1G34042|AT1G34042
AT1G34046|AT1G34046
AT1G34050|AT1G34050
AT1G34060|AT1G34060
AT1G34090|AT1G34090
AT1G34097|AT1G34097
AT1G34110|AT1G34110
AT1G34140|AT1G34140
AT1G34150|AT1G34150
AT1G34160|AT1G34160
AT1G34200|AT1G34200
AT1G34220|AT1G34220
AT1G34270|AT1G34270
AT1G34300|AT1G34300
AT1G34310|AT1G34310
AT1G34315|AT1G34315
AT1G34320|AT1G34320
AT1G34340|AT1G34340
AT1G34350|AT1G34350
AT1G34360|AT1G34360
AT1G34380|AT1G34380
AT1G34390|AT1G34390
AT1G34400|AT1G34400
AT1G34410|AT1G34410
AT1G34420|AT1G34420
AT1G34440|AT1G34440
AT1G34470|AT1G34470
AT1G34480|AT1G34480
AT1G34560|AT1G34560
AT1G34570|AT1G34570
AT1G34575|AT1G34575
AT1G34580|AT1G34580
AT1G34630|AT1G34630
AT1G34640|AT1G34640
AT1G34650|AT1G34650
AT1G34660|AT1G34660
AT1G34750|AT1G34750
AT1G34770|AT1G34770
AT1G34790|AT1G34790
AT1G34842|AT1G34842
AT1G34904|AT1G34904
AT1G34967|AT1G34967
AT1G35050|AT1G35050
AT1G35110|AT1G35110
AT1G35112|AT1G35112
AT1G35115|AT1G35115
AT1G35120|AT1G35120
AT1G35130|AT1G35130
AT1G35170|AT1G35170
AT1G35180|AT1G35180
AT1G35183|AT1G35183
AT1G35186|AT1G35186
AT1G35190|AT1G35190
AT1G35210|AT1G35210
AT1G35220|AT1G35220
AT1G35240|AT1G35240
AT1G35250|AT1G35250
AT1G35255|AT1G35255
AT1G35280|AT1G35280
AT1G35300|AT1G35300
AT1G35320|AT1G35320
AT1G35330|AT1G35330
AT1G35340|AT1G35340
AT1G35350|AT1G35350
AT1G35405|AT1G35405
AT1G35410|AT1G35410
AT1G35420|AT1G35420
AT1G35430|AT1G35430
AT1G35435|AT1G35435
AT1G35465|AT1G35465
AT1G35500|AT1G35500
AT1G35510|AT1G35510
AT1G35540|AT1G35540
AT1G35550|AT1G35550
AT1G35590|AT1G35590
AT1G35600|AT1G35600
AT1G35610|AT1G35610
AT1G35612|AT1G35612
AT1G35614|AT1G35614
AT1G35625|AT1G35625
AT1G35630|AT1G35630
AT1G35645|AT1G35645
AT1G35647|AT1G35647
AT1G35660|AT1G35660
AT1G35663|AT1G35663
AT1G35710|AT1G35710
AT1G35735|AT1G35735
AT1G35750|AT1G35750
AT1G35770|AT1G35770
AT1G35780|AT1G35780
AT1G35830|AT1G35830
AT1G35880|AT1G35880
AT1G35930|AT1G35930
AT1G35990|AT1G35990
AT1G35995|AT1G35995
AT1G36020|AT1G36020
AT1G36035|AT1G36035
AT1G36040|AT1G36040
AT1G36050|AT1G36050
AT1G36060|AT1G36060
AT1G36070|AT1G36070
AT1G36105|AT1G36105
AT1G36150|AT1G36150
AT1G36185|AT1G36185
AT1G36200|AT1G36200
AT1G36230|AT1G36230
AT1G36240|AT1G36240
AT1G36272|AT1G36272
AT1G36280|AT1G36280
AT1G36305|AT1G36305
AT1G36310|AT1G36310
AT1G36320|AT1G36320
AT1G36360|AT1G36360
AT1G36380|AT1G36380
AT1G36390|AT1G36390
AT1G36440|AT1G36440
AT1G36460|AT1G36460
AT1G36470|AT1G36470
AT1G36495|AT1G36495
AT1G36520|AT1G36520
AT1G36540|AT1G36540
